Word//word combination,Sentiment scores,,,,,,,,Average sentiment score,Notes
Слов’янськ,0,2,0,0,0,0,0,1,"0,38",власна вставка
словак,0,1,1,1,0,0,0,1,"0,50",власна вставка
словаки,0,1,1,2,0,0,0,1,"0,63",власна вставка
словацький,0,1,1,1,0,0,0,1,"0,50",власна вставка
Словаччина ,1,1,0,0,,,,1,"0,60",
словенець,0,1,0,0,0,0,0,1,"0,25",власна вставка
Словенія,0,1,1,1,0,0,0,1,"0,50",власна вставка
словенський,0,1,1,0,0,0,0,1,"0,38",власна вставка
словенці,0,1,1,0,0,0,0,1,"0,38",власна вставка
словесний,0,0,1,0,,,,0,"0,20",
словник,0,1,0,0,0,0,0,1,"0,25",
словниковий,0,1,0,1,,,,0,"0,40",
слово,0,2,1,1,2,2,1,1,"1,25",
слон,1,1,0,0,,,,0,"0,40",
слуга,-2,-2,-1,-1,,,,-1,"-1,40",
слугувати,0,-1,0,-1,,,,1,"-0,20",
служба,0,-1,1,1,-1,1,0,2,"0,38",
службовець,0,1,0,1,,,,1,"0,60",
службовий,0,0,0,0,0,1,2,1,"0,50",
служити,-1,0,1,-2,,,,-1,"-0,60",
слух,1,0,2,1,,,,2,"1,20",
слухавка,0,1,0,1,,,,0,"0,40",
слухання,0,0,1,1,,,,1,"0,60",
слухати,0,1,1,2,1,1,1,2,"1,13",
слуховий,0,0,1,1,,,,1,"0,60",
сльоза,-2,-1,-1,-1,-1,-2,-1,-1,"-1,25",
смажений,0,1,-1,-1,,,,-1,"-0,40",
смажити,0,0,0,0,,,,-1,"-0,20",
смайл,1,0,1,2,,,,1,"1,00",
смайлик,1,1,0,2,,,,0,"0,80",???
смак,0,1,1,1,1,1,1,2,"1,00",
смаковий,0,1,0,1,,,,0,"0,40",
смакота,1,1,2,2,,,,2,"1,60",
смакувати,1,0,1,1,,,,1,"0,80",
смарт,1,0,1,1,,,,2,"1,00",
смартфон,0,2,2,1,1,0,0,1,"0,88",
смачненький ,2,1,2,1,,,,2,"1,60",
смачний,1,2,2,1,2,2,1,2,"1,63",
смачно,2,2,1,1,,,,2,"1,60",
смердіти,-2,-2,-1,-2,,,,-2,"-1,80",
смердючий ,-2,-1,-2,-2,,,,-2,"-1,80",
смерека ,0,1,0,0,,,,1,"0,40",
смертельний,-2,-2,-2,-2,-2,-2,-2,-2,"-2,00",
смертельно,-1,-2,-1,-2,,,,-2,"-1,60",
смертний ,-1,-1,-1,-1,,,,-2,"-1,20",
смертність,-2,-2,-2,-2,-1,-1,-2,-2,"-1,75",
смертоносний,-1,-2,-1,-2,,,,-2,"-1,60",
смерть,-2,-2,-2,-2,-1,-2,-2,-2,"-1,88",
сметана,0,0,0,0,,,,1,"0,20",
смисл,2,1,1,2,,,,1,"1,40",
Сміла,0,1,1,-2,-2,0,0,1,"-0,13",власна вставка
сміливий,2,2,1,1,,,,2,"1,60",
сміливість,2,1,2,2,,,,2,"1,80",
сміливо,1,0,1,2,,,,1,"1,00",
смітник,0,-1,-1,-2,,,,-1,"-1,00",
сміттєзвалище,-1,-1,-2,-2,,,,-2,"-1,60",
сміття,-1,-1,-1,-1,-2,-1,-2,-2,"-1,38",
сміх,2,1,2,1,1,1,2,1,"1,38",
сміховинний,-2,1,-1,0,,,,-1,"-0,60",
смішний,1,1,2,1,1,1,2,1,"1,25",
смішно,2,1,1,1,,,,1,"1,20",
сміятися,1,2,1,1,1,1,2,1,"1,25",
сморід,-2,-2,-2,-2,-2,-2,-1,-2,"-1,88",власна вставка
смс,1,0,0,0,,,,0,"0,20",
смс-голосування,0,0,1,0,,,,1,"0,40",
смуга,0,0,0,0,0,0,0,1,"0,13",
смужка,0,0,0,1,,,,1,"0,40",
смузі,1,0,1,0,,,,0,"0,40",
смуток,-1,0,-2,-2,,,,-2,"-1,40",
СНД,1,-2,-2,-2,1,0,0,1,"-0,38",власна вставка
снитися,2,0,0,1,,,,1,"0,80",
сніг,0,0,0,1,,,,2,"0,60",
снігопад,-1,0,-1,-1,,,,-1,"-0,80",
снігурочка,1,1,1,1,,,,1,"1,00",
сніданок,2,0,1,1,,,,1,"1,00",
сніжний,0,0,1,2,,,,2,"1,00",
сніжно,0,1,1,0,,,,1,"0,60",
сноб,-1,-1,-2,-2,,,,-1,"-1,40",
снодійне,-1,-1,-1,-1,,,,-1,"-1,00",
снуд,0,0,0,1,,,,0,"0,20",
собака,0,1,1,0,2,2,1,2,"1,13",
собацюга,-1,0,-1,-2,,,,-2,"-1,20",
собачий,0,-1,0,0,,,,0,"-0,20",
собівартість,0,1,0,0,,,,1,"0,40",
сова,0,0,0,0,,,,1,"0,20",
совість,1,2,2,1,,,,2,"1,60",
соєвий,0,0,0,-1,,,,-1,"-0,40",
сокира,0,-1,-2,-1,,,,-1,"-1,00",
Сократ ,1,1,1,0,,,,1,"0,80",
солдат,1,-2,-1,0,1,1,1,2,"0,38",
солдатчина,-1,-1,0,0,,,,0,"-0,40",
солідарність,1,2,1,1,,,,1,"1,20",
солідний,1,1,0,1,,,,1,"0,80",
соліст,1,1,0,0,,,,0,"0,40",
солістка,0,0,1,1,,,,0,"0,40",
солоденький,2,1,2,2,,,,2,"1,80",
солодкий ,1,2,-1,1,2,1,1,2,"1,13",
солодощі,0,1,2,1,2,1,0,1,"1,00",
соломинка,0,1,1,0,,,,0,"0,40",
солоний,-1,0,0,0,,,,-1,"-0,40",
сом,0,0,0,1,,,,1,"0,40",
Сомалі,0,0,1,0,,,,1,"0,40",
сомалійський,0,-1,-1,-1,0,0,0,1,"-0,25",власна вставка
сомалійці,0,-1,-1,0,0,0,0,1,"-0,13",власна вставка
сон,1,2,2,1,1,2,1,2,"1,50",
сонет,0,0,1,0,,,,0,"0,20",
сонечко,1,1,2,2,,,,2,"1,60",
сонливість,-1,-1,-2,-2,,,,-2,"-1,60",
сонний ,1,-1,-1,-1,,,,-1,"-0,60",
сонце,2,1,2,1,1,2,1,2,"1,50",
сонцестояння,0,0,1,0,,,,1,"0,40",
сонячний,2,1,0,1,0,1,2,2,"1,13",
соняшник,0,1,1,0,,,,1,"0,60",
соняшниковий,0,0,1,0,,,,1,"0,40",
сопілка,0,1,0,0,0,1,1,1,"0,50",
соратник,1,1,1,1,,,,1,"1,00",
сорока,0,0,0,1,,,,0,"0,20",
сором,-2,-1,-2,-1,,,,-2,"-1,60",
соромитися,-1,-1,-1,-1,,,,-2,"-1,20",
соромно,-2,-1,-2,-1,,,,-2,"-1,60",
сорочка,0,1,0,0,,,,1,"0,40",
сортувальний,0,0,1,0,,,,0,"0,20",
сортувати,0,2,0,2,,,,1,"1,00",
сосна,1,0,0,1,,,,1,"0,60",
сотня,0,-1,0,0,0,0,1,1,"0,13",
соус,0,0,1,0,0,0,0,1,"0,25",
Софія,0,1,1,1,0,0,0,1,"0,50",власна вставка
соціалізація ,1,0,0,0,,,,1,"0,40",
соціалізм,0,0,-1,0,,,,0,"-0,20",
соціальний,1,2,1,1,1,1,1,2,"1,25",
соціально,0,0,1,1,,,,1,"0,60",
соціально-економічний,0,0,1,0,,,,1,"0,40",
соціально-незахищений,-1,0,-2,-1,,,,-2,"-1,20",
соціолог,0,1,0,1,,,,1,"0,60",
соціологічність,0,0,0,1,,,,1,"0,40",
соціум,0,0,1,0,0,0,2,1,"0,50",
соцмережа,-1,1,2,1,1,1,1,1,"0,88",
соцстрахування ,1,0,1,0,,,,1,"0,60",
союз,0,1,-1,0,,,,1,"0,20",
союзний,0,0,0,1,,,,0,"0,20",
союзник,1,1,1,2,,,,1,"1,20",
соя,0,0,-1,0,,,,-1,"-0,40",
спад,0,-1,-1,0,-1,0,0,-1,"-0,50",
спадкоємець,0,1,1,1,,,,1,"0,80",
спадщина,1,1,1,1,1,1,1,2,"1,13",власна вставка
спалах,-1,-1,-1,-1,-1,-1,-2,-2,"-1,25",
спалахнути,-1,0,-1,0,,,,-2,"-0,80",
спалахувати,-1,-1,-1,-1,,,,-1,"-1,00",
спалений,-2,-1,-1,-1,,,,-2,"-1,40",
спалення,-2,0,-2,-2,,,,-2,"-1,60",
спалити,0,-2,-2,-1,,,,-2,"-1,40",
спальний,0,1,0,1,,,,1,"0,60",
спальня,1,1,0,1,,,,0,"0,60",
спалювання,-2,-1,-2,-1,,,,-2,"-1,60",
спалювати,0,0,-1,-2,-1,-1,-2,-2,"-1,13",
спам,-1,0,-2,-1,,,,-2,"-1,20",
спанієль,0,1,0,0,,,,0,"0,20",
спантеличений ,-1,-1,-1,-1,,,,-1,"-1,00",
спаплюжений,-2,-1,-2,-2,,,,-2,"-1,80",
спаровування,0,0,1,0,,,,0,"0,20",
спаровуватися,0,0,1,1,,,,0,"0,40",
Спарта ,1,0,0,1,,,,0,"0,40",
спасіння,1,1,2,2,,,,2,"1,60",
спати,1,2,2,1,2,1,2,-1,"1,25",
спека,-2,0,-1,-2,,,,-1,"-1,20",
спекотний,-1,0,-1,-2,,,,-2,"-1,20",
спектр,0,0,1,0,0,0,1,1,"0,38",
сперечатися,-1,-1,-2,-1,,,,-2,"-1,40",
спертися ,0,0,0,1,,,,1,"0,40",
спершу,0,0,1,1,,,,1,"0,60",
спец,0,1,2,1,,,,0,"0,80",
спецдозвіл,0,0,0,1,,,,1,"0,40",
специфіка,0,1,1,0,,,,1,"0,60",
специфічний ,0,-1,-1,-1,1,1,-2,-1,"-0,50",
специфічність,0,1,-1,-1,,,,-1,"-0,40",
спеціалізація,0,1,1,1,,,,1,"0,80",
спеціалізований,1,0,1,0,,,,1,"0,60",
спеціаліст,0,0,0,0,2,1,1,1,"0,63",
спеціальний,0,1,1,1,1,1,1,1,"0,88",
спеціальність,1,0,0,1,,,,1,"0,60",
спеціально,-1,-1,0,1,0,-1,0,-1,"-0,38",
спеція ,1,1,1,0,,,,0,"0,60",
спецперевірка ,0,-1,-1,0,,,,1,"-0,20",
спецповноваження,-1,0,1,1,,,,0,"0,20",
спецпризначенець,-1,0,1,1,,,,0,"0,20",
спецпроект,0,0,1,1,,,,1,"0,60",
спецпроєкт,0,0,1,1,,,,1,"0,60",
спецслужба,0,1,1,2,,,,1,"1,00",
спина,2,0,0,0,0,0,0,1,"0,38",
спинити,0,0,1,2,,,,1,"0,80",
спиняти,0,1,1,1,,,,1,"0,80",
спиратися ,0,0,1,0,,,,1,"0,40",
спирт,0,-1,0,0,0,-1,-2,-1,"-0,63",
спиртний,-1,-1,-1,0,,,,-1,"-0,80",
спиртовий,-1,-1,0,-1,,,,-1,"-0,80",
спис,1,0,-1,-1,,,,-1,"-0,40",
списати,-1,0,-2,-1,,,,-2,"-1,20",
список,0,1,0,0,0,0,0,1,"0,25",
спів,1,1,1,1,,,,1,"1,00",
співак,1,1,2,1,,,,1,"1,20",
співати,0,1,2,1,1,0,1,1,"0,88",
співачка,0,0,1,1,,,,1,"0,60",
співбесіда ,1,0,-1,1,,,,1,"0,40",
співвідносити,0,0,1,0,,,,0,"0,20",
співвідношення,0,0,0,1,,,,1,"0,40",
співвітчизник,1,1,2,2,,,,1,"1,40",
співвласник,0,0,1,2,,,,1,"0,80",
співгромадянин,0,0,1,1,,,,1,"0,60",
співзасновник,1,1,0,1,,,,1,"0,80",
співзасновниця,0,1,0,1,,,,1,"0,60",
співочий,1,1,1,1,,,,1,"1,00",
співпереживання,-1,0,1,1,,,,1,"0,40",
співпрацювати,1,0,1,1,,,,1,"0,80",
співпраця,1,1,1,1,2,1,2,2,"1,38",
співробітник,2,1,1,1,1,1,0,1,"1,00",
співробітництво,0,0,1,0,0,1,2,2,"0,75",
співрозмовник,1,1,1,2,,,,1,"1,20",
співтовариство,0,0,0,0,,,,1,"0,20",
співчуття,2,1,1,2,1,2,1,1,"1,38",
спізнення ,-1,-1,-2,-1,,,,-2,"-1,40",
спіймати,0,2,0,0,,,,2,"0,80",
спікер,1,0,1,0,,,,0,"0,40",
спілка,0,1,1,1,,,,1,"0,80",
спілкування,2,1,1,1,1,2,1,2,"1,38",
спілкуватися ,1,1,1,0,0,0,0,1,"0,50",
спільний,2,1,1,1,1,1,1,2,"1,25",
спільно,2,1,1,0,1,1,2,2,"1,25",
спільнота,0,0,0,0,,,,2,"0,40",
спін-офф,0,0,0,1,,,,0,"0,20",
спір,-2,-1,-2,-2,,,,-2,"-1,80",
спіраль,0,0,1,0,,,,0,"0,20",
спіральний,0,0,1,0,,,,0,"0,20",
спіткати,-1,0,-1,0,,,,-1,"-0,60",
спланувати,0,1,2,1,,,,1,"1,00",
сплата,0,0,1,2,,,,1,"0,80",
сплатити,0,1,1,1,,,,1,"0,80",
сплачувати,-1,1,1,2,,,,1,"0,80",
сплеск ,0,0,-1,0,,,,-1,"-0,40",
сплетення,0,0,0,1,,,,0,"0,20",
сповідальний,-1,0,1,1,,,,1,"0,40",
сповідь,0,1,2,1,,,,1,"1,00",
сповільнений,0,0,-1,0,,,,-1,"-0,40",
сповільнити,0,-1,-1,0,,,,-1,"-0,60",власна вставка
сповільнитися,0,-1,-1,-1,,,,-1,"-0,80",власна вставка
сповільнювати,0,-2,-1,-1,,,,-1,"-1,00",власна вставка
сповільнюватися,-1,0,-1,-1,,,,-1,"-0,80",
сповільняти,0,-2,-2,-1,,,,-1,"-1,20",власна вставка
сповільнятися,0,-1,-2,-1,,,,-1,"-1,00",власна вставка
сповістити,0,1,2,1,,,,1,"1,00",
сповіщати,1,1,1,1,,,,1,"1,00",
сповіщення,0,1,1,1,,,,1,"0,80",
спогад,1,1,0,2,1,1,1,2,"1,13",
сподіватися,1,1,1,1,0,0,0,2,"0,75",
сподобатися,1,2,1,1,1,1,2,2,"1,38","2 наголоси, хоча переважає 1"
споживання,0,0,0,0,0,1,0,2,"0,38",
споживати,0,1,1,-1,2,0,1,1,"0,63",
споживач,1,1,0,0,1,1,0,1,"0,63",
споживчий,0,0,1,1,,,,1,"0,60",
спойлер,-1,0,-1,0,,,,0,"-0,40",
спокій,1,2,1,1,1,1,2,2,"1,38",
спокійний,1,1,1,1,0,1,0,2,"0,88",
спокійно,1,1,2,0,1,1,2,2,"1,25",
спокуса ,-1,1,1,-1,,,,-2,"-0,40",
спокусливий,1,1,0,0,,,,-1,"0,20",
спокутувати,-1,1,1,1,,,,1,"0,60",
сполоханий,0,-1,-1,0,,,,-1,"-0,60",
сполука,0,0,0,1,,,,1,"0,40",
сполучати,0,0,1,1,,,,1,"0,60",
сполучення,0,0,0,0,0,0,0,1,"0,13",
сполучити,0,1,1,1,,,,1,"0,80",
сполучний,0,0,0,1,,,,1,"0,40",
сполучуваність,0,0,0,1,,,,1,"0,40",
сполучувати,0,1,1,0,,,,1,"0,60",
спонсор,0,1,2,1,,,,2,"1,20",
спонтанний,0,1,-1,-1,,,,-1,"-0,40",
спонтанність,0,1,-1,0,,,,-1,"-0,20",
спонтанно ,1,1,0,0,,,,1,"0,60",
спонукати,0,0,0,1,0,1,1,2,"0,63",
спорідненість,1,0,1,1,,,,1,"0,80",
спорожнити,0,0,-1,0,,,,-1,"-0,40",
спорожнілий,0,0,-1,-1,,,,-1,"-0,60",
спорт,2,1,1,1,2,1,1,2,"1,38",
спортзал,2,0,2,1,,,,1,"1,20",
спортивний,2,1,1,1,2,1,1,2,"1,38",
спортмайданчик,1,1,2,1,,,,1,"1,20",
спортсмен,1,1,1,1,,,,1,"1,00",
споруда,0,0,1,1,,,,1,"0,60",
споруджати,1,1,1,2,,,,1,"1,20",
спорудження,1,1,1,1,,,,1,"1,00",
споруджувати,0,1,1,1,,,,1,"0,80",
спорудити,1,1,1,1,,,,1,"1,00",власна вставка
спосіб,0,1,2,1,0,1,0,1,"0,75",
спостереження,0,1,1,1,0,0,0,2,"0,63",
спостерігати,1,1,0,0,0,0,0,1,"0,38",
спостерігатися,0,0,1,1,,,,1,"0,60",
спостерігач ,0,0,0,2,,,,1,"0,60",
спотворений,-2,-1,-2,-2,,,,-2,"-1,80",
спотворення,-1,-1,-2,-1,,,,-2,"-1,40",
спочатку,0,0,0,0,0,0,0,1,"0,13",
спочинок,2,0,0,1,,,,1,"0,80",
справа,0,-1,1,1,2,1,1,1,"0,75",
справдитися,1,1,1,1,,,,1,"1,00",
справді,0,1,0,1,,,,1,"0,60",
справедливий,1,2,0,1,,,,2,"1,20",
справедливість,2,1,2,2,1,1,1,2,"1,50",
справжній,0,2,1,1,1,2,1,2,"1,25",
справити,1,1,0,0,,,,1,"0,60",
справитися,0,1,2,1,,,,1,"1,00",
справляти ,0,1,0,1,,,,1,"0,60",
справлятися,2,2,1,0,0,1,2,1,"1,13",
справно,1,1,1,1,,,,2,"1,20",
спрацьовувати,1,1,1,1,,,,1,"1,00",
спрацювати,1,1,1,2,,,,2,"1,40",
сприймати,1,0,0,0,0,0,0,1,"0,25",
сприйняти,0,1,1,0,,,,1,"0,60",
сприйняття,0,0,1,2,1,0,1,1,"0,75",
спритність,1,1,1,2,,,,1,"1,20",
спритно,1,1,1,1,,,,1,"1,00",
спричинений,-1,0,0,0,,,,-1,"-0,40",
спричинити ,0,0,0,0,,,,-1,"-0,20",
спричинювати,1,1,0,0,,,,-1,"0,20",власна вставка
спричиняти,-2,-1,0,0,0,0,-1,-1,"-0,63",
сприяння,1,2,1,2,,,,2,"1,60",
сприяти,1,1,1,1,1,1,2,2,"1,25",
сприятливо,2,1,1,1,,,,1,"1,20",
спроба,1,1,1,1,1,1,1,1,"1,00",
спробувати,1,1,1,1,1,1,1,2,"1,13",
спрогнозувати,1,1,1,1,,,,1,"1,00",
спромогтися,1,1,1,2,,,,1,"1,20",
спроможний,0,1,1,1,,,,1,"0,80",
спроможність,1,1,1,2,,,,2,"1,40",
спростити,1,1,1,1,,,,1,"1,00",
спростовувати,1,1,1,2,,,,1,"1,20",
спростування,0,1,2,1,,,,1,"1,00",
спростувати,0,0,0,0,,,,1,"0,20",
спрощений,2,1,0,1,,,,1,"1,00",
спрощення,1,2,0,1,,,,2,"1,20",
спрощувати,1,1,1,2,,,,1,"1,20",
спрямований,0,0,0,2,0,1,2,1,"0,75",
спрямованість,0,1,1,1,,,,1,"0,80",
спрямовувати,0,1,1,2,,,,1,"1,00",
спрямування,1,1,2,1,,,,1,"1,20",
спрямувати,0,0,1,1,,,,1,"0,60",
спускати,0,-1,0,0,,,,-1,"-0,40",
спускатися,1,0,-1,-1,,,,-1,"-0,40",
спустити,0,0,-1,0,,,,-1,"-0,40",
спуститися,0,-1,1,-1,,,,-1,"-0,40",
спустошеність,-2,-1,-2,-2,,,,-2,"-1,80",
спустошення,-2,-1,-2,-2,,,,-2,"-1,80",
спустошити,-1,-2,-1,-2,,,,-2,"-1,60",
спустошувати,-2,-1,-2,-2,,,,-2,"-1,80",
сріблястий,1,0,0,0,,,,0,"0,20",
срібний,1,1,0,0,,,,1,"0,60",
СРСР,0,0,1,0,,,,0,"0,20",
ссавець,0,0,0,1,,,,0,"0,20",
стабілізація,2,1,1,2,,,,1,"1,40",
стабілізувати,1,1,1,1,,,,2,"1,20",
стабілізуватися,1,1,1,1,,,,1,"1,00",
стабільний,1,0,1,2,,,,1,"1,00",
стабільність,1,0,2,2,1,2,0,2,"1,25",
стабільно,1,1,1,2,,,,2,"1,40",
став,0,1,0,1,,,,0,"0,40",
ставати,2,1,1,0,0,0,0,1,"0,63",
ставатися,0,0,0,1,,,,1,"0,40",
ставити,0,0,0,0,0,0,0,1,"0,13",
ставитися ,1,0,0,0,0,1,0,1,"0,38",
ставка,0,0,1,0,0,0,1,0,"0,25",
ставлення,0,0,0,0,0,0,0,2,"0,25",
стагнація ,-1,-1,-1,-1,,,,-2,"-1,20",
стадіон,0,1,0,0,0,1,1,1,"0,50",
стадія,0,0,0,-1,0,0,0,0,"-0,13",
стаж,1,1,1,2,,,,1,"1,20",
стакан,1,0,0,0,,,,0,"0,20",
сталевий,0,1,1,1,,,,1,"0,80",
сталий,1,1,2,1,,,,1,"1,20",
Стамбул,0,0,0,1,,,,1,"0,40",
стан,1,0,0,0,0,0,0,1,"0,25",
стандарт,0,0,0,1,2,0,1,1,"0,63",
стандартизований,2,1,1,0,,,,1,"1,00",
стандартний,0,0,1,1,,,,1,"0,60",
становити,1,1,0,0,0,0,0,0,"0,25",
становище,0,0,-1,0,0,0,1,-1,"-0,13",
станок,0,1,0,0,,,,0,"0,20",
станція,0,0,0,0,0,0,0,2,"0,25",
старання,1,1,1,2,,,,2,"1,40",
старатися,1,1,2,1,,,,2,"1,40",
старенький,-1,1,0,-1,,,,-1,"-0,40",
старий,-1,-1,-1,-1,1,-1,-1,-1,"-0,75",
старіння ,-1,-1,-2,-2,,,,-2,"-1,60",
старість,0,-1,-1,-2,,,,-1,"-1,00",
старіти,-2,-1,-1,-2,,,,-2,"-1,60",
старішати ,-1,-1,-2,-1,,,,-2,"-1,40",
старовинний,0,0,1,0,,,,1,"0,40",
стародавній,0,0,0,0,0,0,1,1,"0,25",
старожил,1,1,2,2,,,,2,"1,60",
Старокостянтинів,0,1,0,0,,,,0,"0,20",
староста,1,1,1,2,,,,1,"1,20",
старт,1,1,1,0,1,0,0,2,"0,75",
стартап,1,0,0,0,,,,0,"0,20",???
стартер ,0,0,0,1,,,,0,"0,20",???
стартовий,0,0,0,1,,,,1,"0,40",
стартувати,0,1,1,0,1,0,1,1,"0,63",
старший,1,1,2,1,1,-1,1,1,"0,88",
старшина,-1,0,-1,1,,,,2,"0,20",
старшокласник,1,0,1,1,,,,0,"0,60",
статевий,0,0,0,1,,,,1,"0,40",
стати,1,0,0,0,0,0,0,1,"0,25",
статистика,1,0,0,0,0,0,0,1,"0,25",
статися,-1,-1,-2,-1,-1,0,0,-1,"-0,88",
статок,1,1,1,1,,,,2,"1,20",
стаття,1,1,-1,0,-1,-1,-1,1,"-0,13",
статуетка,0,0,1,0,,,,0,"0,20",
статус,2,2,0,0,0,0,0,1,"0,63",
статус-кво,0,0,1,0,,,,0,"0,20",
статуя,1,0,0,0,,,,1,"0,40",
стать,0,0,0,0,,,,1,"0,20",
стаціонар,-1,0,0,0,,,,0,"-0,20",
стаціонарний,0,0,0,0,,,,1,"0,20",
ствердження,1,1,1,0,,,,1,"0,80",
стверджувати,1,1,1,1,2,0,0,1,"0,88",
створений,1,1,1,1,,,,1,"1,00",
створення,1,1,2,1,2,1,2,1,"1,38",
створити,1,1,2,1,2,2,2,2,"1,63",
створіння,0,2,0,1,,,,1,"0,80",
створювати,1,1,1,1,1,1,2,2,"1,25",
стебло,0,0,1,0,,,,0,"0,20",
стегно,0,0,0,1,,,,1,"0,40",
стеження,-1,0,0,0,,,,-1,"-0,40",
стежити,0,0,1,1,,,,-1,"0,20",виправлено зі стежати
стейк,0,0,1,0,,,,0,"0,20",
стекти,0,-1,0,0,,,,-1,"-0,40",
стендап,0,0,1,0,,,,0,"0,20",
степ,0,1,1,1,,,,1,"0,80",
степінь,0,0,1,0,,,,0,"0,20",
стервозність,-2,-1,-1,-2,,,,-2,"-1,60",
стереотип,-1,-1,-1,-1,,,,-1,"-1,00",
стереотипний,-1,0,-1,0,,,,-1,"-0,60",
стереотипність ,-1,-1,-1,-2,,,,-2,"-1,40",
стереотипно,-1,0,-1,-1,,,,-1,"-0,80",
стерилізувати,1,0,0,0,,,,0,"0,20",
стерильний,1,0,1,0,,,,2,"0,80",
стерти,0,-1,0,-1,,,,-1,"-0,60",
стертий,-1,0,-1,0,,,,-1,"-0,60",???
стертися,0,-1,-1,-1,,,,-1,"-0,80",???
стиглий,1,1,1,1,,,,1,"1,00",???
стикати,0,0,-1,0,,,,0,"-0,20",???
стикатися,-1,0,0,0,0,0,-1,-1,"-0,38",
стикнутися,-1,0,-1,0,,,,-1,"-0,60",
стилістичний,0,0,1,0,,,,0,"0,20",
стиль,1,1,2,1,1,1,2,1,"1,25",
стильний,1,1,1,1,1,1,2,2,"1,25",
стильно,1,2,1,1,,,,2,"1,40",
стимул,2,1,2,2,,,,2,"1,80",
стимулювати,1,1,0,1,0,1,2,2,"1,00",
стимулюватися,0,0,1,1,,,,0,"0,40",
стирати,0,0,-1,0,,,,-1,"-0,40",
стискати,-1,0,0,-1,,,,-1,"-0,60",
стислий,0,0,1,1,,,,-1,"0,20",
стисло,0,1,1,0,,,,1,"0,60",
стиснення,0,0,-2,-1,,,,-1,"-0,80",
стиснутися,0,-1,0,-1,,,,-1,"-0,60",
стихати,1,0,1,0,,,,1,"0,60",
стихія,-1,0,-1,0,,,,-1,"-0,60",
стійкий,1,1,1,1,,,,2,"1,20",
стійкість,0,2,1,1,0,1,2,2,"1,13",
стійко,1,1,1,1,,,,1,"1,00",
стікати,0,0,0,0,,,,-1,"-0,20",
стіл,1,0,0,0,0,0,0,2,"0,38",
стілець,0,0,0,0,,,,1,"0,20",
стіна,1,0,0,0,0,0,0,2,"0,38",
стінка,0,0,1,0,,,,0,"0,20",
стічний,0,0,0,-1,,,,-1,"-0,40",
стовідсотковий,2,1,0,0,,,,1,"0,80",
стовп,0,0,0,1,,,,1,"0,40",
Стокгольм,0,2,2,2,2,1,1,1,"1,38",власна вставка
столик,0,0,0,1,,,,1,"0,40",
столиця,1,2,1,2,2,2,1,2,"1,63",
столичний,0,2,0,1,1,0,-1,2,"0,63",
століття,0,1,0,0,0,0,0,1,"0,25",
стоматолог,0,1,2,1,,,,-1,"0,60",
стомлений,-1,-1,-2,-2,,,,-2,"-1,60",
стомлення,-2,-1,-1,-2,,,,-2,"-1,60",
сторінка,2,0,0,0,0,0,0,1,"0,38",
сторіс,0,0,0,1,0,0,1,0,"0,25",
сторона,1,2,0,0,0,0,0,2,"0,63",
сторонній,-1,-1,0,-1,,,,-2,"-1,00",
стосовно,1,0,0,0,,,,1,"0,40",
стосуватися,0,0,0,0,0,0,0,2,"0,25",
стосунок,1,1,1,1,2,2,1,1,"1,25",
стояти,0,0,0,0,0,0,1,2,"0,38",
страва,2,1,2,1,2,0,0,1,"1,13",
Страдіварі,1,1,0,1,,,,0,"0,60",
страж,-1,-1,0,1,,,,0,"-0,20",
страждання,-1,-2,-1,-2,,,,-2,"-1,60",
страждати,-2,-2,-2,-2,-1,-2,-2,-2,"-1,88",
страйк,-1,-1,-1,-2,,,,-1,"-1,20",
страйкувати,-1,-1,1,-2,,,,-1,"-0,80",
страта,-2,-2,-2,-2,,,,-2,"-2,00",
